"Uniprots"	"Protein"	"Gene"	"SeqCov"	"Peptides"	"Unique"	"Score"	"Q.value"	"6029"	"6057"	"6096"	"6172"	"6174"	"6195"	"6196"	"6051"	"6211"	"6212"	"nlogP"	"HC.means"	"T1D.means"	"Difference"	"Label"	"Entrez"	"Entrez.2"
"A0A087WVM5;B4DUJ5;Q8IWP9"	"Coiled-coil domain-containing protein 28A"	"CCDC28A"	28	5	5	44.184	0	27547	23095	30174	27510	33470	22910	27294	25443	16791	24893	0.675965215903279	28359.2	23466.2	-0.27323259748937	"Not significant (adj.p > 0.05)"	"25901"	NA
"A0A087WVP4;A0A087X1R1;P53814-5;P53814;P53814-6;A0A096LNK9;P53814-2"	"Smoothelin"	"SMTN"	3.1	3	3	47.815	0	4936.5	5933.7	4815.9	3872.9	9347.2	5614.7	10774	5677.9	7450	13826	1.14968648557476	5781.24	8668.52	0.584406734181304	"Not significant (adj.p > 0.05)"	"6525"	NA
"A0A087WXJ9;A0A087WVP6;C9JLV0;Q9H3G5"	"Probable serine carboxypeptidase CPVL"	"CPVL"	14.8	3	2	6.9078	0	2345.3	1709.6	1337.3	1166.7	1077.9	770.41	1220.8	3453.4	2097	3124.2	0.395669752977024	1527.36	2133.162	0.481953386677607	"Not significant (adj.p > 0.05)"	"54504"	NA
"A0A087WVS8;Q70IA6;Q70IA6-3;Q70IA6-2"	"MOB kinase activator 2"	"MOB2"	9.3	3	3	3.5841	0.00079428	26989	19783	24009	25090	28025	21883	29791	23853	15383	26361	0.162340764735947	24779.2	23454.2	-0.0792833178701965	"Not significant (adj.p > 0.05)"	"81532"	NA
"A0A087WVW8;A0A087X1Q4;A0A087X175;Q99624"	"Sodium-coupled neutral amino acid transporter 3"	"SLC38A3"	16.7	1	1	5.4402	0	12941	13089	14011	11291	14473	9358	10850	9576.7	5177.2	10856	1.61492255602789	13161	9163.58	-0.522285870849831	"Not significant (adj.p > 0.05)"	"10991"	NA
"A0A087WVZ9;A0A0A0MQR7;P19388;A0A087WWX0"	"DNA-directed RNA polymerases I, II, and III subunit RPABC1"	"POLR2E"	17.4	3	2	6.5844	0	4424.2	3610.1	3744.6	2775	6736.5	2638.9	4797.6	3240.1	4314.7	3504.3	0.257647246277114	4258.08	3699.12	-0.203020952664241	"Not significant (adj.p > 0.05)"	"5434"	NA
"F8W0M9;C9JID8;A0A087WW14;Q0VDG4-2;Q0VDG4;C9JNS3"	"Secernin-3"	"SCRN3"	5.3	2	2	3.434	0.00078694	21093	15596	18968	20879	12207	21798	20755	24006	9368.9	19254	0.0656860434694812	17748.6	19036.38	0.101053928559062	"Not significant (adj.p > 0.05)"	"79634"	NA
"A0A087WW23;P20292"	"Arachidonate 5-lipoxygenase-activating protein"	"ALOX5AP"	9.6	3	3	5.5894	0	696.22	934.27	1020.4	453.28	1100.2	1389.2	5304	8432.7	3241.6	2320.6	4.90846272591622	840.874	4137.62	2.29883961136652	"Significant large difference"	"241"	NA
"A0A087WW32;Q9NWZ3-2;Q9NWZ3"	"Interleukin-1 receptor-associated kinase 4"	"IRAK4"	18.3	2	2	20.09	0	4264.9	3895.8	4296.1	3762	4079.3	2876.4	2906.4	2823.3	1721.3	3447.5	1.87049489486815	4059.62	2754.98	-0.559302845047379	"Not significant (adj.p > 0.05)"	"51135"	NA
"A0A087WW36;A0A087WYU6;A0A0A0MS36;X5D289;Q9NPH0-2;Q9NPH0"	"Lysophosphatidic acid phosphatase type 6"	"ACP6"	12.6	1	1	3.175	0.00076643	3368.3	2429.6	1828.5	5422.6	1544.6	2727.6	2378	5145.1	1096.9	5496.4	0.107756449721351	2918.72	3368.8	0.206898964430718	"Not significant (adj.p > 0.05)"	"51205"	NA
"A0A087WW40;Q9Y371;Q9Y371-2"	"Endophilin-B1"	"SH3GLB1"	27.7	15	7	28.044	0	68012	50610	59494	65360	57129	66369	101990	87825	63432	79760	1.11520915980101	60121	79875.2	0.409878632458853	"Not significant (adj.p > 0.05)"	"51100"	NA
"A0A087WW55"	""	""	46.6	65	0	323.31	0	1667100	1254600	1925300	1557700	1674600	1546400	1965300	1263400	1619300	1348200	0.0985049203781406	1615860	1548520	-0.0614121903743863	"Not significant (adj.p > 0.05)"	NA	NA
"C9JAG1;A0A087WW58;Q9C0D9"	"Ethanolaminephosphotransferase 1"	"EPT1"	5	1	1	1.8595	0.0087823	7217.4	8199.9	8222.8	6109.4	10058	7112.2	6806.2	4257.7	3692	5281.9	1.62349378129436	7961.5	5430	-0.552088071770501	"Not significant (adj.p > 0.05)"	"85465"	NA
"S4R460;A0A087WW89;P01777;P01766"	"Ig heavy chain V-III region TEI;Ig heavy chain V-III region BRO"	"IGHV3OR16-9"	30.2	6	3	29.436	0	14529	12280	12121	15071	13770	13640	16105	32649	12925	13185	0.5292208247268	13554.2	17700.8	0.385074600875076	"Not significant (adj.p > 0.05)"	"28307"	NA
"A0A087WWA7;P54792-2;P54792;O14640-2;O14640"	"Putative segment polarity protein dishevelled homolog DVL1P1;Segment polarity protein dishevelled homolog DVL-1"	"DVL1P1;DVL1"	2.3	1	1	2.3001	0.0047838	2482.9	1590.2	2038.4	2136	2668.2	2278.5	3562.5	2803.1	2771.4	3258.2	1.21604877530332	2183.14	2934.74	0.426828044869835	"Not significant (adj.p > 0.05)"	"8215"	"1855"
"A0A087WWF1;Q8WWX9"	"Selenoprotein M"	"SELM"	34	9	9	25.926	0	54206	32425	38349	52579	44806	52685	46228	50632	26009	45996	0.025238280841717	44473	44310	-0.00529740053568426	"Not significant (adj.p > 0.05)"	"140606"	NA
"A0A087WWI0;Q9H2I8;M0R2H0;A0A087WZZ7"	"Leucine-rich repeat-containing protein C10orf11"	"C10orf11"	15.5	2	2	13.844	0	1138.3	1018.1	924.84	556.45	1370.6	1243.3	3838.9	3155.2	4355.4	2024.4	3.74959187848942	1001.658	2923.44	1.54527697447609	"Significant"	"83938"	NA
"A0A087WWK8;Q6DN90-2;Q6DN90"	"IQ motif and SEC7 domain-containing protein 1"	"IQSEC1"	3.1	3	3	9.1867	0	4975.4	3649.4	3832.1	4421.4	4029.8	3489	3751.8	3837.5	4536.2	3798.5	0.184795121556798	4181.62	3882.6	-0.107038881546484	"Not significant (adj.p > 0.05)"	"9922"	NA
"A0A087WYS5;A0A087WWM0;O43617-2;O43617"	"Trafficking protein particle complex subunit 3"	"TRAPPC3"	21.9	2	2	10.662	0	20448	16887	21210	24621	21418	18762	23171	22672	13971	22242	0.0986398502682414	20916.8	20163.6	-0.0529089148224955	"Not significant (adj.p > 0.05)"	"27095"	NA
"H0YMB3;A0A087WWM4;F8WAN9;Q9P2T1;H0YLV5;H0YNJ6;Q9P2T1-3;Q9P2T1-2;H0YK13;H0YN22"	"GMP reductase 2;GMP reductase"	"GMPR2"	25.1	10	9	18.562	0	34254	29309	29759	27937	47815	22476	31154	23839	17124	27834	1.23802321691647	33814.8	24485.4	-0.465733056376635	"Not significant (adj.p > 0.05)"	"51292"	NA
"A0A087WWP4;Q96T37-4;Q96T37-2;Q96T37-3;Q96T37"	"Putative RNA-binding protein 15"	"RBM15"	7.1	6	6	50.625	0	10844	7855.3	13095	16980	10437	13219	13928	15791	8162.6	14913	0.259668409303729	11842.26	13202.72	0.156890747595174	"Not significant (adj.p > 0.05)"	"64783"	NA
"V9GYP5;A0A087WWQ2;Q92979;A0A087WVM7"	"Ribosomal RNA small subunit methyltransferase NEP1"	"EMG1"	16.6	3	3	6.1382	0	30312	28053	29285	19167	35212	20893	32000	24672	19677	24177	0.435157187814527	28405.8	24283.8	-0.226191338155139	"Not significant (adj.p > 0.05)"	"10436"	NA
"A0A087WWS1;Q96FV9;R4GMN4"	"THO complex subunit 1"	"THOC1"	11	8	8	11.779	0	41051	45786	39186	42588	44482	35224	30474	28372	19545	34587	1.74646149082121	42618.6	29640.4	-0.523918284997043	"Not significant (adj.p > 0.05)"	"9984"	NA
"A0A087WWW9;O95999"	"B-cell lymphoma/leukemia 10"	"BCL10"	12.2	2	2	2.3317	0.0046222	8855.9	6659.2	7528.3	8129.7	9402	6760.7	7862.2	7943.5	3083.8	8436.3	0.593859029167076	8115.02	6817.3	-0.25139417916149	"Not significant (adj.p > 0.05)"	"8915"	NA
"F5H5L8;F5GXV3;F5H4Z6;F5GZ45;F5H3Z4;E7EU04;A0A087WWY2;J3KQP4;P14207;A0A087WYI3;J3KR13;A0A087WXL1;P41439-2;P41439"	"Folate receptor beta;Folate receptor gamma"	"FOLR2;FOLR3"	16.9	3	3	41.636	0	10547	13945	12297	16405	17224	9226.1	13348	20327	8797.9	14626	0.183261082023762	14083.6	13265	-0.0863914821509843	"Not significant (adj.p > 0.05)"	"2350"	"2352"
"A0A087WWY3"	""	""	45.1	174	2	3.3128	0.00077942	7459.1	5891.3	5870.3	3834.9	10106	2582	7941.8	5234.1	3588.4	5903.3	0.703518488341531	6632.32	5049.92	-0.393253083386749	"Not significant (adj.p > 0.05)"	NA	NA
"A0A087WWZ2;Q9H4Z3"	"Phosphorylated CTD-interacting factor 1"	"PCIF1"	10.9	3	3	5.8153	0	2635	3069.3	2763.3	2524	3576.5	2128.8	2316.4	2480.5	1542.2	2742.1	1.07857785780842	2913.62	2242	-0.378026452428539	"Not significant (adj.p > 0.05)"	"63935"	NA
"A0A087WXC5;E7ESZ7;O95299;O95299-2"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial"	"NDUFA10"	22	12	12	38.603	0	115390	93905	112310	87791	137300	98457	70993	89818	44636	85826	1.36452911264509	109339.2	77946	-0.48826383063118	"Not significant (adj.p > 0.05)"	"4705"	NA
"A0A087WXI5;P12830;P12830-2;A0A087WX17;A0A087WU43;H3BNC6"	"Cadherin-1;E-Cad/CTF1;E-Cad/CTF2;E-Cad/CTF3"	"CDH1"	21	27	27	135.73	0	217810	152000	161420	208150	203390	183920	163100	166370	103150	178850	0.551981979688978	188554	159078	-0.245243427094641	"Not significant (adj.p > 0.05)"	"999"	NA
"A0A087WXK9;Q15643;H0YJ97"	"Thyroid receptor-interacting protein 11"	"TRIP11"	14.9	28	28	130.18	0	101760	70628	74923	112810	103100	78608	78637	80799	48357	97283	0.578889212818007	92644.2	76736.8	-0.271782054609554	"Not significant (adj.p > 0.05)"	"9321"	NA
"B7Z879;A0A087WXL6;Q9H270"	"Vacuolar protein sorting-associated protein 11 homolog"	"VPS11"	6.2	5	5	35.145	0	25813	15920	18451	26567	19487	20391	15733	20967	9788.4	21297	0.559596936772266	21247.6	17635.28	-0.268835410376791	"Not significant (adj.p > 0.05)"	"55823"	NA
"A0A087WXL8;A0A075B6N8;A0A087WVW2;P01860"	"Ig gamma-3 chain C region"	"IGHG3"	37.3	42	16	114.63	0	75647	69433	92326	71199	72936	65903	77399	243410	62543	75046	0.312315510841398	76308.2	104860.2	0.45855720160871	"Not significant (adj.p > 0.05)"	"3502"	NA
"A0A087WXM6;J3QQT2;J3KRX5;P18621;P18621-3;J3QLC8;A0A0A0MRF8;P18621-2;J3KRB3;A0A087WWH0;J3QS96"	"60S ribosomal protein L17"	"RPL17"	54.4	24	24	91.537	0	290990	196480	175890	180060	295860	185400	171670	234380	70820	170240	1.0114809500468	227856	166502	-0.452582853851159	"Not significant (adj.p > 0.05)"	"6139"	NA
"C9JDP3;C9J0M6;E9PGI3;A0A087WXN4;Q96CB8"	"Integrator complex subunit 12"	"INTS12"	22.7	2	2	4.2201	0.00062539	25365	20615	25406	22102	34754	19011	33374	18969	15649	26901	0.343873490728397	25648.4	22780.8	-0.171050418874015	"Not significant (adj.p > 0.05)"	"57117"	NA
"A0A087WXP3;E9PEE8;P18564-2;P18564"	"Integrin beta;Integrin beta-6"	"ITGB6"	1.3	2	2	3.2402	0.0007725	19319	18001	22044	18689	17163	20638	26224	25432	10140	23317	0.0998467176097165	19043.2	21150.2	0.151395377759718	"Not significant (adj.p > 0.05)"	"3694"	NA
"F5H1Z6;A0A087WXR2;Q9Y365;F5H8H3;F5H8G1;F5GY11;F5H0V7;H0YFF3;H0YH17;H0YGA9"	"PCTP-like protein"	"STARD10"	46.4	12	12	61.052	0	63129	45035	47360	70782	69990	47791	61699	57298	40449	50180	0.373588856097809	59259.2	51483.4	-0.202931816726602	"Not significant (adj.p > 0.05)"	"10809"	NA
"A0A087WXS7;O43681"	"ATPase ASNA1"	"ASNA1"	16.6	8	8	23.838	0	46769	22820	28283	55786	34485	42894	43495	38620	27055	44218	0.152317291436133	37628.6	39256.4	0.0610982629571171	"Not significant (adj.p > 0.05)"	"439"	NA
"S4R399;G3V328;A0A087WXY4;C9JQV6;D3VVH9;A0A087X1A8;G3V3R7;F5H211;P54252-3;P54252-4;P54252-2;P54252;G3V3T0;G3V4F5;G3V2G2;G3V4F4;G3V5H3;G3V526;E9PJN5;G3V2G1;G3V3T6;G3V4U9;A0A0A0MS38;P54252-5"	"Ataxin-3"	"ATXN3"	10.1	2	2	3.2143	0.00077042	3702.6	2248.4	3691	3327.6	3499.9	2597.9	1733.4	1316.9	822.81	2905.8	2.18234992692685	3293.9	1875.362	-0.812627651689287	"Not significant (adj.p > 0.05)"	"4287"	NA
"A0A087WXZ3;Q9Y5A9-2;Q9Y5A9"	"YTH domain-containing family protein 2"	"YTHDF2"	5.1	3	1	5.015	0.00043908	25276	18836	20088	21400	25060	15987	17683	17261	12084	20486	1.20185012492465	22132	16700.2	-0.406268448512586	"Not significant (adj.p > 0.05)"	"51441"	NA
"A0A087WY55;Q9NP79;Q5TGM0;Q9NP79-2"	"Vacuolar protein sorting-associated protein VTA1 homolog"	"VTA1"	18.6	5	5	10.364	0	17444	13960	17127	14672	21593	14320	44650	23685	26763	21912	1.27417675665899	16959.2	26266	0.631128395227208	"Not significant (adj.p > 0.05)"	"51534"	NA
"A0A087WY71;E9PFW3;Q96CW1-2;Q96CW1"	"AP-2 complex subunit mu"	"AP2M1"	26.7	15	15	49.965	0	97593	74569	86527	105800	82206	95807	107690	116090	51544	103100	0.0500927585584986	89339	94846.2	0.0862998672310551	"Not significant (adj.p > 0.05)"	"1173"	NA
"D6RAW0;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;P62837-2;P62837;P61077;P61077-2;P61077-3;D6RA11;A0A087WW00;C9J9H9;Q9Y2X8;P51668"	"Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D4;Ubiquitin-conjugating enzyme E2 D1"	"UBE2D3;UBE2D2;UBE2D4;UBE2D1"	36.1	3	3	15.492	0	24638	22833	21068	22758	29308	18813	47503	59930	16277	19811	0.270654398226693	24121	32466.8	0.428675477174568	"Not significant (adj.p > 0.05)"	"7323"	"7322"
"A0A087WY88;Q8N5M9"	"Protein jagunal homolog 1"	"JAGN1"	14.4	7	7	32.266	0	58308	44059	47657	42933	55557	45674	44793	41078	27290	45754	0.691523268798393	49702.8	40917.8	-0.280598549343366	"Not significant (adj.p > 0.05)"	"84522"	NA
"A0A087WYC5"	""	""	43.6	63	1	8.4881	0	5568.2	6856.8	6866.7	5734.2	6758.4	5167	9436.3	4692.9	6440.8	7126.1	0.0121719418747608	6356.86	6572.62	0.0481542615177958	"Not significant (adj.p > 0.05)"	NA	NA
"A0A087WYC8;Q9BZI7-2;Q9BZI7"	"Regulator of nonsense transcripts 3B"	"UPF3B"	6.5	1	1	3.179	0.00076687	5932.1	5563.8	5660.3	6673.7	4741	5273.7	3223.6	4486.7	2831.7	4468.3	1.53432180615503	5714.18	4056.8	-0.494204303207432	"Not significant (adj.p > 0.05)"	"65109"	NA
"A0A087WYD6;Q03519-2;Q03519;E7ENX8"	"Antigen peptide transporter 2"	"TAP2"	7.4	4	3	26.136	0	16540	13103	15617	15812	17562	11416	12795	15293	6666.7	14151	1.07466642583201	15726.8	12064.34	-0.382476156561281	"Not significant (adj.p > 0.05)"	"6891"	NA
"A0A087WYF7;Q6UXV4;A0A087WUX8"	"MICOS complex subunit MIC27"	"APOOL"	37.7	11	11	48.065	0	51093	37903	46952	41295	62100	31772	36545	33296	19419	47946	1.38184492832307	47868.6	33795.6	-0.502244184735664	"Not significant (adj.p > 0.05)"	"139322"	NA
"A0A087WYF8;A0A0A0MQY0;Q53GG5-2;Q53GG5"	"PDZ and LIM domain protein 3"	"PDLIM3"	26.9	5	5	24.691	0	9207.8	6859.6	7521.2	6294.3	8471	7341.6	8789.1	6339.6	3170.7	7823.2	0.446402367151729	7670.78	6692.84	-0.196754759579191	"Not significant (adj.p > 0.05)"	"27295"	NA
"A0A087WYN9;Q7Z478"	"ATP-dependent RNA helicase DHX29"	"DHX29"	12.9	15	15	63.621	0	53274	42531	42282	42668	56525	46785	39660	44401	24390	47123	0.52322261981982	47456	40471.8	-0.229673488013863	"Not significant (adj.p > 0.05)"	"54505"	NA
"A0A087WYP2;Q8IZQ5;H0YE28"	"Selenoprotein H"	"SELH;C11orf31"	29.8	5	5	12.469	0	25556	33772	39595	16378	58979	21294	51940	63536	24191	30864	0.127828466831186	34856	38365	0.138383736534859	"Not significant (adj.p > 0.05)"	"280636"	NA
"A0A087WYR3;O43399;O43399-5;O43399-7;O43399-2;O43399-4;O43399-3;O43399-6;A0A087WZ51"	"Tumor protein D54"	"TPD52L2"	47.7	19	19	79.585	0	88558	78860	84714	83902	87766	96900	98195	103250	71950	98792	0.270654398226693	84760	93817.4	0.146471931679744	"Not significant (adj.p > 0.05)"	"7165"	NA
"A0A087WYR4;A0A087WU42;A0A087X2A1;A0A075B6K8;P0CG04"	"Ig lambda-1 chain C regions"	"IGLC1"	46	21	0	299.55	0	131640	114930	160990	222780	119890	154370	170890	701830	87216	155640	0.428023423054853	150046	253989.2	0.759362293379015	"Not significant (adj.p > 0.05)"	"3537"	NA
"A0A087WYS1;E7EUC7;Q16851-2;Q16851"	"UTP--glucose-1-phosphate uridylyltransferase"	"UGP2"	47	46	46	323.31	0	137100	94368	110750	146150	117900	151880	181150	252050	92211	161710	0.900391067218912	121253.6	167800.2	0.468716853997114	"Not significant (adj.p > 0.05)"	"7360"	NA
"A0A087WYS3;H7C4X9;A0A0A0MTK7;A0A0A0MRQ3;Q9ULU4-4;Q9ULU4-3;Q9ULU4-6;Q9ULU4-17;Q9ULU4-15;Q9ULU4-23;Q9ULU4-8;Q9ULU4-21;Q9ULU4-18;Q9ULU4-14;Q9ULU4-12;Q9ULU4-22;Q9ULU4-16;Q9ULU4-9;Q9ULU4-5;Q9ULU4-20;Q9ULU4;Q9ULU4-13;Q9ULU4-10;Q9ULU4-11;Q9ULU4-7;Q9ULU4-19;A0A08"	"Protein kinase C-binding protein 1"	"ZMYND8"	2	2	2	7.9639	0	11094	8595.5	10619	9371.8	12252	7553.5	6430.8	7396.2	4694.4	9984	1.62325591632244	10386.46	7211.78	-0.52627673443919	"Not significant (adj.p > 0.05)"	"23613"	NA
"A0A087WYT3;Q15185-4;Q15185;Q15185-3"	"Prostaglandin E synthase 3"	"PTGES3"	42.7	15	15	45.024	0	87310	56282	79468	60114	74541	102560	115830	127840	65248	105980	1.43326082517936	71543	103491.6	0.532631153688877	"Not significant (adj.p > 0.05)"	"10728"	NA
"A0A087WYU1;Q9Y5X1"	"Sorting nexin-9"	"SNX9"	16.7	13	13	29.996	0	60348	42063	54975	71660	57705	61822	55231	71511	28226	75776	0.0300539974861609	57350.2	58513.2	0.0289636017367934	"Not significant (adj.p > 0.05)"	"51429"	NA
"A0A087WYV5;X6R3P0;O94813-3;O94813-2;O94813;E9PCX4"	"Slit homolog 2 protein;Slit homolog 2 protein N-product;Slit homolog 2 protein C-product"	"SLIT2"	2	2	2	15.296	0	23323	18315	19525	22507	25004	21596	18193	18671	7427.9	20037	0.836136603523652	21734.8	17184.98	-0.338858647545632	"Not significant (adj.p > 0.05)"	"9353"	NA
"A0A087WYV8;P35556;D6REJ2;D6RJI3;P35556-2"	"Fibrillin-2"	"FBN2"	1.9	6	2	17.314	0	10987	8092.9	10131	9496.5	11237	10898	13092	23329	3011.3	17839	0.157570302772031	9988.88	13633.86	0.448799243368085	"Not significant (adj.p > 0.05)"	"2201"	NA
"A0A087WYW3;P30414"	"NK-tumor recognition protein;Putative peptidyl-prolyl cis-trans isomerase"	"NKTR"	2	2	2	3.0995	0.00095057	5282.6	4047.4	4883.7	4800.8	6538.1	5175.7	5075.6	5855.1	3852.7	7622.3	0.140788481035709	5110.52	5516.28	0.110225594096197	"Not significant (adj.p > 0.05)"	"4820"	NA
"H7BYV1;E9PS44;E9PQN9;A0A087WZ04;P13164;Q01629;Q01628"	"Interferon-induced transmembrane protein 1;Interferon-induced transmembrane protein 2;Interferon-induced transmembrane protein 3"	"IFITM2;IFITM3;IFITM1"	13.5	1	1	2.1818	0.0056052	1275.4	1587.9	1701.1	997.5	2051.8	1938.3	2618.9	1363.6	2916.5	1912.5	1.14968648557476	1522.74	2149.96	0.497640188610388	"Not significant (adj.p > 0.05)"	"10581"	"10410"
"E9PKS4;B3KUF4;A0A087WZ09;P43694;P43694-2"	"Transcription factor GATA-4"	"GATA4"	29.7	6	4	28.525	0	27302	22166	22595	24076	33457	13627	20532	19588	16108	21992	1.50397341219666	25919.2	18369.4	-0.496716685462542	"Not significant (adj.p > 0.05)"	"2626"	NA
"A0A087WZ13;E9PAU2;Q8IY67-2"	"Ribonucleoprotein PTB-binding 1"	"RAVER1"	14.3	9	9	31.324	0	15029	11857	13025	13070	13040	15849	22510	23990	12399	17608	1.23855307032375	13204.2	18471.2	0.484280699591216	"Not significant (adj.p > 0.05)"	"125950"	NA
"B7Z385;A0A087X0J3;A0A087WZ15;E9PDI2;P40123-2;P40123;P40123-3"	"Adenylyl cyclase-associated protein;Adenylyl cyclase-associated protein 2"	"CAP2"	12.6	7	6	8.0071	0	14261	14149	13924	14636	17703	12064	12757	11735	8120.7	14287	0.972296457346062	14934.6	11792.74	-0.34075963564576	"Not significant (adj.p > 0.05)"	"10486"	NA
"A0A087WZ38;Q86W51"	""	"PDCD6"	19.5	5	3	8.3762	0	4252	4956.3	5104.8	4587.5	5047.3	2766.7	5481	4806.8	5954.4	5587.5	0.00877614268411185	4789.58	4919.28	0.0385480229523847	"Not significant (adj.p > 0.05)"	"10016"	NA
"H0YCW6;A0A087WZ62;Q9H6U8-2;Q9H6U8-4;Q9H6U8;Q9H6U8-3"	"Alpha-1,2-mannosyltransferase ALG9"	"ALG9"	40.6	9	9	20.085	0	106200	77806	71121	75325	85644	63364	68210	74281	41014	68579	1.10165864503592	83219.2	63089.6	-0.3995142157218	"Not significant (adj.p > 0.05)"	"79796"	NA
"A0A087WZD8;Q8WUA4-2;Q8WUA4"	"General transcription factor 3C polypeptide 2"	"GTF3C2"	7.2	3	3	9.5841	0	13994	11273	13074	9401.3	17241	10134	16262	13474	12180	13837	0.0422040908798785	12996.66	13177.4	0.0199248298755257	"Not significant (adj.p > 0.05)"	"2976"	NA
"A0A087WZG4;M0R150;Q6ZSZ5-2;Q6ZSZ5;M0QZS0"	"Rho guanine nucleotide exchange factor 18"	"ARHGEF18"	2.1	2	2	9.4826	0	1369.9	1308.5	2247.5	666.07	2268.3	1498	4078.3	2201.8	2668.4	2937.9	1.68119865914405	1572.054	2676.88	0.767901691879267	"Not significant (adj.p > 0.05)"	"23370"	NA
"A0A087WZH7;P29966"	"Myristoylated alanine-rich C-kinase substrate"	"MARCKS"	42.7	30	29	323.31	0	191770	210290	278190	139950	282470	144850	434210	323440	275590	296440	0.675466671699833	220534	294906	0.419254079989255	"Not significant (adj.p > 0.05)"	"4082"	NA
"A0A087WZH9;P01608;P01594"	"Ig kappa chain V-I region Roy;Ig kappa chain V-I region AU"	""	39.8	9	0	190.17	0	34619	36531	46696	34164	38842	31338	34478	124050	27538	35308	0.153627482527113	38170.4	50542.4	0.405039867014	"Not significant (adj.p > 0.05)"	NA	NA
"H0YAE9;D6REQ6;D6RHI9;A0A087WZM2;O00584"	"Ribonuclease T2"	"RNASET2"	20.5	3	3	16.685	0	2704.8	1485.8	2036.3	3055.3	2522.5	2064.2	2016.4	1838.5	2819	2088.7	0.143961095447251	2360.94	2165.36	-0.124754479075605	"Not significant (adj.p > 0.05)"	"8635"	NA
"A0A087WZN1;O43837;A0A087X2E5;O43837-2"	"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"	"IDH3B"	24	12	11	44.861	0	34612	23782	27472	31516	35054	31935	29509	31767	16941	32672	0.177709671634942	30487.2	28564.8	-0.0939652279419905	"Not significant (adj.p > 0.05)"	"3420"	NA
"A0A087X0T8;A0A087X105;A0A087WZW4;A0A087X1W8;A0A0A0MTJ8;A0A087WZR6;X5DQS5;Q9BY67-2;Q9BY67-5;Q9BY67;Q9BY67-4;Q9BY67-3;F5H125;H0YG94"	"Cell adhesion molecule 1"	"CADM1"	9	5	5	5.4408	0	22347	19833	31338	18935	35527	16003	21194	14836	21585	20191	1.04891196125229	25596	18761.8	-0.448120125402104	"Not significant (adj.p > 0.05)"	"23705"	NA
"A0A087WZV0;O43314-2;O43314;H0Y9S9"	"Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2"	"PPIP5K2"	8.1	8	6	15.008	0	6234	6908.7	8254.7	4439.2	8794.5	7211.3	6009.4	5372.8	3258.4	5122.5	0.747748936206887	6926.22	5394.88	-0.360477343346853	"Not significant (adj.p > 0.05)"	"23262"	NA
"B5MD00;A0A087WZY2;A6NIV2;Q9P0U1"	"Mitochondrial import receptor subunit TOM7 homolog"	"TOMM7"	21.6	2	2	3.5629	0.00079349	5737.5	5111.6	6006.2	2899.6	8734.1	2501.1	5241.9	4028.6	3618.9	4548.9	0.945933698941647	5697.8	3987.88	-0.514782984127971	"Not significant (adj.p > 0.05)"	"54543"	NA
"A0A087WZZ5;E9PPJ0;Q13435"	"Splicing factor 3B subunit 2"	"SF3B2"	21.7	28	28	243.54	0	154310	120000	145030	123900	183430	118790	152960	145820	97264	149230	0.233086532125433	145334	132812.8	-0.129978057205502	"Not significant (adj.p > 0.05)"	"10992"	NA
"J3KPF9;A0A087X011;E9PES4;Q9Y496"	"Kinesin-like protein KIF3A"	"KIF3A"	10	7	7	13.044	0	15431	13798	16110	16491	16735	13228	13756	16092	8897	17267	0.436121466718247	15713	13848	-0.182281023248221	"Not significant (adj.p > 0.05)"	"11127"	NA
"A0A087X014;Q7Z570"	"Zinc finger protein 804A"	"ZNF804A"	1.8	2	1	1.9518	0.0079932	4943.2	6268.1	6966.7	4601	7895.3	3224.9	8490.3	4653.9	10610	5245.1	0.0282955186748567	6134.86	6444.84	0.0711141212180874	"Not significant (adj.p > 0.05)"	"91752"	NA
"A0A087X082;Q14444-2;Q14444;G3V153;E9PLA9"	"Caprin-1"	"CAPRIN1"	12.5	8	8	43.962	0	48175	33672	32549	78444	35177	39535	44563	78099	26451	61342	0.138878455431003	45603.4	49998	0.132728996184501	"Not significant (adj.p > 0.05)"	"4076"	NA
"A0A087X0C8;E7EV01;O15484;K7EP62;E9PS73"	"Calpain-5"	"ASB2;CAPN5"	4.2	2	2	2.9612	0.0016882	9393.7	4493.2	5585.9	16753	4785	9373.7	7178.3	13297	3814.6	12534	0.237019813474433	8202.16	9239.52	0.171814017824153	"Not significant (adj.p > 0.05)"	"51676"	"726"
"A0A087X0D2"	""	""	36.1	1	1	7.3815	0	10171	6455.7	16088	3720.2	14800	8840.2	6118.5	3750.7	3003	11077	0.82372083392477	10246.98	6557.88	-0.643897372086235	"Not significant (adj.p > 0.05)"	NA	NA
